"species","decimalLongitude","decimalLatitude"
"Hydrochoerus hydrochaeris",-49.309392,-25.427982
"Hydrochoerus hydrochaeris",-46.013824,-15.9911
"Hydrochoerus hydrochaeris",-47.449295,-21.95795
"Hydrochoerus hydrochaeris",-49.31252,-25.429588
"Hydrochoerus hydrochaeris",-51.231383,-30.047328
"Hydrochoerus hydrochaeris",-44.414402,-19.877071
"Hydrochoerus hydrochaeris",-42.772805,-22.44885
"Hydrochoerus hydrochaeris",-49.228383,-25.391616
"Hydrochoerus hydrochaeris",-56.710587,-17.293721
"Hydrochoerus hydrochaeris",-56.652441,-17.245885
"Hydrochoerus hydrochaeris",-56.710462,-17.293933
"Hydrochoerus hydrochaeris",-42.772683,-22.449272
"Hydrochoerus hydrochaeris",-42.772762,-22.449033
"Hydrochoerus hydrochaeris",-56.698581,-17.281772
"Hydrochoerus hydrochaeris",-47.013007,-23.207444
"Hydrochoerus hydrochaeris",-56.877902,-16.750282
"Hydrochoerus hydrochaeris",-56.652553,-17.245767
"Hydrochoerus hydrochaeris",-47.462727,-21.962478
"Hydrochoerus hydrochaeris",-42.773318,-22.448477
"Hydrochoerus hydrochaeris",-42.773808,-22.448667
"Hydrochoerus hydrochaeris",-55.962815,-20.087024
"Hydrochoerus hydrochaeris",-42.773442,-22.448398
"Hydrochoerus hydrochaeris",-42.774061,-22.444453
"Hydrochoerus hydrochaeris",-34.94532,-8.015866
"Hydrochoerus hydrochaeris",-56.710647,-17.293814
"Hydrochoerus hydrochaeris",-56.730109,-17.281824
"Hydrochoerus hydrochaeris",-49.311822,-25.427072
"Hydrochoerus hydrochaeris",-56.038596,-15.447131
"Hydrochoerus hydrochaeris",-56.037847,-15.44263
"Hydrochoerus hydrochaeris",-55.967236,-20.10005
"Hydrochoerus hydrochaeris",-41.070496,-19.502661
"Hydrochoerus hydrochaeris",-55.962824,-20.087022
"Hydrochoerus hydrochaeris",-48.65238,-26.915947
"Hydrochoerus hydrochaeris",-55.968075,-20.093806
"Hydrochoerus hydrochaeris",-55.967341,-20.087874
"Hydrochoerus hydrochaeris",-55.99353,-20.094586
"Hydrochoerus hydrochaeris",-56.786195,-17.367145
"Hydrochoerus hydrochaeris",-56.007894,-20.097972
"Hydrochoerus hydrochaeris",-38.191149,-10.735213
"Hydrochoerus hydrochaeris",-56.905003,-17.261278
"Hydrochoerus hydrochaeris",-50.106547,-29.177528
"Hydrochoerus hydrochaeris",-56.786317,-17.367047
"Hydrochoerus hydrochaeris",-54.57736,-20.4532
"Hydrochoerus hydrochaeris",-36.27813,-10.059508
"Hydrochoerus hydrochaeris",-56.669893,-16.430692
"Hydrochoerus hydrochaeris",-56.678119,-17.269376
"Hydrochoerus hydrochaeris",-57.699265,-15.978879
"Hydrochoerus hydrochaeris",-49.798283,-18.658272
"Hydrochoerus hydrochaeris",-56.750013,-17.330789
"Hydrochoerus hydrochaeris",-34.9467,-8.0112
"Hydrochoerus hydrochaeris",-38.198421,-12.729723
"Hydrochoerus hydrochaeris",-47.833823,-15.785923
"Hydrochoerus hydrochaeris",-48.911138,-23.099436
"Hydrochoerus hydrochaeris",-47.536325,-22.394355
"Hydrochoerus hydrochaeris",-35.123186,-6.70085
"Hydrochoerus hydrochaeris",-40.260172,-19.937601
"Hydrochoerus hydrochaeris",-49.233944,-25.524089
"Hydrochoerus hydrochaeris",-47.85412,-15.818597
"Hydrochoerus hydrochaeris",-54.581357,-20.456458
"Hydrochoerus hydrochaeris",-67.866779,-9.958469
"Hydrochoerus hydrochaeris",-46.716666,-23.674657
"Hydrochoerus hydrochaeris",-56.281217,-15.27863
"Hydrochoerus hydrochaeris",-54.581357,-20.456458
"Hydrochoerus hydrochaeris",-41.024619,-21.780287
"Hydrochoerus hydrochaeris",-42.319682,-21.658565
"Hydrochoerus hydrochaeris",-56.621308,-16.37897
"Hydrochoerus hydrochaeris",-49.307755,-25.429462
"Hydrochoerus hydrochaeris",-48.527012,-27.67308
"Hydrochoerus hydrochaeris",-56.281322,-15.278587
"Hydrochoerus hydrochaeris",-56.060883,-9.911926
"Hydrochoerus hydrochaeris",-56.279812,-15.279245
"Hydrochoerus hydrochaeris",-46.724871,-23.555202
"Hydrochoerus hydrochaeris",-49.174605,-26.738992
"Hydrochoerus hydrochaeris",-48.90076,-27.078578
"Hydrochoerus hydrochaeris",-60.6722,-7.666747
"Hydrochoerus hydrochaeris",-41.148121,-22.085682
"Hydrochoerus hydrochaeris",-39.985771,-19.074535
"Hydrochoerus hydrochaeris",-43.216054,-22.971819
"Hydrochoerus hydrochaeris",-44.433199,-19.887662
"Hydrochoerus hydrochaeris",-47.182908,-23.113828
"Hydrochoerus hydrochaeris",-67.864903,-9.956557
"Hydrochoerus hydrochaeris",-56.845589,-16.817207
"Hydrochoerus hydrochaeris",-49.329565,-25.479088
"Hydrochoerus hydrochaeris",-41.148121,-22.085682
"Hydrochoerus hydrochaeris",-47.452437,-21.948988
"Hydrochoerus hydrochaeris",-48.292421,-18.934955
"Hydrochoerus hydrochaeris",-55.9301,-9.598708
"Hydrochoerus hydrochaeris",-53.435835,-24.960401
"Hydrochoerus hydrochaeris",-44.088944,-22.49244
"Hydrochoerus hydrochaeris",-43.20068,-22.97558
"Hydrochoerus hydrochaeris",-48.456261,-1.429378
"Hydrochoerus hydrochaeris",-34.860505,-7.137398
"Hydrochoerus hydrochaeris",-42.029489,-20.904872
"Hydrochoerus hydrochaeris",-56.250058,-19.889167
"Hydrochoerus hydrochaeris",-49.308575,-25.43097
"Hydrochoerus hydrochaeris",-48.617142,-26.799903
"Hydrochoerus hydrochaeris",-46.736621,-23.56068
"Hydrochoerus hydrochaeris",-67.813939,-9.975182
"Hydrochoerus hydrochaeris",-38.608659,-4.064964
"Hydrochoerus hydrochaeris",-49.25028,-25.452763
"Hydrochoerus hydrochaeris",-38.608659,-4.064964
"Hydrochoerus hydrochaeris",-47.762714,-21.105248
"Hydrochoerus hydrochaeris",-57.018428,-19.577904
"Hydrochoerus hydrochaeris",-43.890472,-19.629913
"Hydrochoerus hydrochaeris",-50.015594,-24.816105
"Hydrochoerus hydrochaeris",-50.015575,-24.816046
"Hydrochoerus hydrochaeris",-50.561134,-27.298545
"Hydrochoerus hydrochaeris",-60.011267,-3.088148
"Hydrochoerus hydrochaeris",-43.215859,-22.971765
"Hydrochoerus hydrochaeris",-46.368179,-22.455305
"Hydrochoerus hydrochaeris",-44.614621,-19.861977
"Hydrochoerus hydrochaeris",-43.215996,-22.971727
"Hydrochoerus hydrochaeris",-40.783757,-20.902508
"Hydrochoerus hydrochaeris",-40.11774,-13.999082
"Hydrochoerus hydrochaeris",-40.076317,-13.995952
"Hydrochoerus hydrochaeris",-51.475223,-23.569085
"Hydrochoerus hydrochaeris",-42.770281,-22.452864
"Hydrochoerus hydrochaeris",-47.936387,-15.849778
"Hydrochoerus hydrochaeris",-47.067222,-22.834167
"Hydrochoerus hydrochaeris",-52.539992,-32.540001
"Hydrochoerus hydrochaeris",-48.629537,-26.428347
"Hydrochoerus hydrochaeris",-46.723826,-23.554175
"Hydrochoerus hydrochaeris",-46.728406,-19.920964
"Hydrochoerus hydrochaeris",-47.328623,-19.676084
"Hydrochoerus hydrochaeris",-51.47546,-23.569043
"Hydrochoerus hydrochaeris",-52.101781,-32.027664
"Hydrochoerus hydrochaeris",-48.611478,-26.801036
"Hydrochoerus hydrochaeris",-50.698853,-24.53233
"Hydrochoerus hydrochaeris",-49.07143,-25.503712
"Hydrochoerus hydrochaeris",-47.067497,-22.834031
"Hydrochoerus hydrochaeris",-47.068026,-22.834213
"Hydrochoerus hydrochaeris",-46.51971,-23.494938
"Hydrochoerus hydrochaeris",-47.36942,-21.92498
"Hydrochoerus hydrochaeris",-41.072451,-19.504326
"Hydrochoerus hydrochaeris",-46.629131,-22.471754
"Hydrochoerus hydrochaeris",-49.309873,-25.427797
"Hydrochoerus hydrochaeris",-34.947505,-8.011207
"Hydrochoerus hydrochaeris",-41.071375,-19.504594
"Hydrochoerus hydrochaeris",-41.072608,-19.504255
"Hydrochoerus hydrochaeris",-42.870236,-20.761013
"Hydrochoerus hydrochaeris",-41.0727,-19.50436
"Hydrochoerus hydrochaeris",-41.072441,-19.504272
"Hydrochoerus hydrochaeris",-41.030827,-21.756543
"Hydrochoerus hydrochaeris",-40.347263,-20.470608
"Hydrochoerus hydrochaeris",-41.02519,-21.736358
"Hydrochoerus hydrochaeris",-41.071507,-19.504795
"Hydrochoerus hydrochaeris",-47.596147,-23.426433
"Hydrochoerus hydrochaeris",-47.457124,-21.95109
"Hydrochoerus hydrochaeris",-41.02519,-21.736358
"Hydrochoerus hydrochaeris",-45.436012,-23.642522
"Hydrochoerus hydrochaeris",-42.772804,-22.448803
"Hydrochoerus hydrochaeris",-44.707132,-23.128338
"Hydrochoerus hydrochaeris",-45.440066,-22.430474
"Hydrochoerus hydrochaeris",-53.436763,-24.96297
"Hydrochoerus hydrochaeris",-49.060175,-26.919953
"Hydrochoerus hydrochaeris",-46.731737,-23.550956
"Hydrochoerus hydrochaeris",-41.071778,-19.504117
"Hydrochoerus hydrochaeris",-67.864503,-9.952534
"Hydrochoerus hydrochaeris",-41.025726,-21.7746
"Hydrochoerus hydrochaeris",-45.889999,-23.171564
"Hydrochoerus hydrochaeris",-44.427618,-19.868203
"Hydrochoerus hydrochaeris",-41.025191,-21.736358
"Hydrochoerus hydrochaeris",-56.624407,-16.376816
"Hydrochoerus hydrochaeris",-56.623972,-16.377247
"Hydrochoerus hydrochaeris",-45.44527,-23.680049
"Hydrochoerus hydrochaeris",-49.306587,-25.425787
"Hydrochoerus hydrochaeris",-43.241328,-23.00129
"Hydrochoerus hydrochaeris",-56.621226,-16.379116
"Hydrochoerus hydrochaeris",-51.263981,-30.104664
"Hydrochoerus hydrochaeris",-49.053418,-21.405447
"Hydrochoerus hydrochaeris",-56.621442,-16.378881
"Hydrochoerus hydrochaeris",-47.457323,-21.948038
"Hydrochoerus hydrochaeris",-47.880656,-21.986878
"Hydrochoerus hydrochaeris",-43.340711,-22.991582
"Hydrochoerus hydrochaeris",-53.705868,-29.720232
"Hydrochoerus hydrochaeris",-48.681053,-27.628022
"Hydrochoerus hydrochaeris",-56.621288,-16.378017
"Hydrochoerus hydrochaeris",-56.624185,-16.377025
"Hydrochoerus hydrochaeris",-46.63928,-23.458637
"Hydrochoerus hydrochaeris",-47.472205,-21.95712
"Hydrochoerus hydrochaeris",-54.567467,-20.4539
"Hydrochoerus hydrochaeris",-43.900587,-19.642608
"Hydrochoerus hydrochaeris",-43.892903,-19.643897
"Hydrochoerus hydrochaeris",-34.926561,-8.032867
"Hydrochoerus hydrochaeris",-46.923913,-21.579693
"Hydrochoerus hydrochaeris",-48.503845,-27.586455
"Hydrochoerus hydrochaeris",-40.426015,-20.603062
"Hydrochoerus hydrochaeris",-46.553781,-23.673571
"Hydrochoerus hydrochaeris",-46.518054,-23.485444
"Hydrochoerus hydrochaeris",-54.57708,-20.430575
"Hydrochoerus hydrochaeris",-38.446558,-3.805666
"Hydrochoerus hydrochaeris",-46.079853,-23.480859
"Hydrochoerus hydrochaeris",-48.501055,-27.591933
"Hydrochoerus hydrochaeris",-46.955649,-23.190949
"Hydrochoerus hydrochaeris",-43.343467,-21.762393
"Hydrochoerus hydrochaeris",-41.025038,-21.776652
"Hydrochoerus hydrochaeris",-40.336379,-20.364368
"Hydrochoerus hydrochaeris",-41.07956,-21.800539
"Hydrochoerus hydrochaeris",-49.01147,-21.29659
"Hydrochoerus hydrochaeris",-41.032941,-21.698927
"Hydrochoerus hydrochaeris",-48.528585,-27.662016
"Hydrochoerus hydrochaeris",-40.150614,-19.926959
"Hydrochoerus hydrochaeris",-49.31245,-25.427813
"Hydrochoerus hydrochaeris",-46.553736,-23.670821
"Hydrochoerus hydrochaeris",-57.031169,-19.576363
"Hydrochoerus hydrochaeris",-49.283646,-25.37854
"Hydrochoerus hydrochaeris",-47.424992,-21.977522
"Hydrochoerus hydrochaeris",-49.306945,-25.427762
"Hydrochoerus hydrochaeris",-49.308352,-25.42815
"Hydrochoerus hydrochaeris",-56.516182,-20.982748
"Hydrochoerus hydrochaeris",-49.30847,-25.427685
"Hydrochoerus hydrochaeris",-49.307689,-25.424726
"Hydrochoerus hydrochaeris",-49.306947,-25.428487
"Hydrochoerus hydrochaeris",-47.873174,-15.820009
"Hydrochoerus hydrochaeris",-54.578872,-20.454866
"Hydrochoerus hydrochaeris",-48.613636,-26.799859
"Hydrochoerus hydrochaeris",-49.311185,-25.427854
"Hydrochoerus hydrochaeris",-49.306968,-25.42859
"Hydrochoerus hydrochaeris",-35.116546,-7.383913
"Hydrochoerus hydrochaeris",-41.02519,-21.736358
"Hydrochoerus hydrochaeris",-54.578583,-20.454762
"Hydrochoerus hydrochaeris",-48.434049,-1.455911
"Hydrochoerus hydrochaeris",-47.657261,-22.721622
"Hydrochoerus hydrochaeris",-43.306092,-22.391005
"Hydrochoerus hydrochaeris",-46.731645,-23.55108
"Hydrochoerus hydrochaeris",-47.90453,-15.839326
"Hydrochoerus hydrochaeris",-47.90453,-15.839326
"Hydrochoerus hydrochaeris",-47.90453,-15.839326
"Hydrochoerus hydrochaeris",-47.90453,-15.839326
"Hydrochoerus hydrochaeris",-49.266158,-25.386188
"Hydrochoerus hydrochaeris",-49.061889,-26.92119
"Hydrochoerus hydrochaeris",-46.629819,-23.456003
"Hydrochoerus hydrochaeris",-34.873684,-7.108738
"Hydrochoerus hydrochaeris",-47.808088,-23.099272
"Hydrochoerus hydrochaeris",-49.471691,-27.039321
"Hydrochoerus hydrochaeris",-48.635747,-26.238278
"Hydrochoerus hydrochaeris",-45.436387,-21.556046
"Hydrochoerus hydrochaeris",-47.019436,-22.903944
"Hydrochoerus hydrochaeris",-46.583473,-23.315267
"Hydrochoerus hydrochaeris",-45.43123,-23.654936
"Hydrochoerus hydrochaeris",-40.987597,-21.982328
"Hydrochoerus hydrochaeris",-46.722649,-23.555661
"Hydrochoerus hydrochaeris",-48.404429,-27.429091
"Hydrochoerus hydrochaeris",-42.772675,-22.449263
"Hydrochoerus hydrochaeris",-47.055686,-22.875872
"Hydrochoerus hydrochaeris",-40.42001,-20.615866
"Hydrochoerus hydrochaeris",-47.935286,-15.849686
"Hydrochoerus hydrochaeris",-47.936015,-15.849901
"Hydrochoerus hydrochaeris",-47.889796,-15.72964
"Hydrochoerus hydrochaeris",-37.94032,-12.449013
"Hydrochoerus hydrochaeris",-45.056712,-23.545443
"Hydrochoerus hydrochaeris",-47.049994,-22.875517
"Hydrochoerus hydrochaeris",-46.490369,-23.450292
"Hydrochoerus hydrochaeris",-50.926392,-27.028611
"Hydrochoerus hydrochaeris",-47.913812,-19.749754
"Hydrochoerus hydrochaeris",-42.710372,-22.955455
"Hydrochoerus hydrochaeris",-41.926633,-22.515053
"Hydrochoerus hydrochaeris",-42.772667,-22.44955
"Hydrochoerus hydrochaeris",-47.941052,-15.847535
"Hydrochoerus hydrochaeris",-67.869485,-9.958243
"Hydrochoerus hydrochaeris",-42.772673,-22.450954
"Hydrochoerus hydrochaeris",-42.77261,-22.450581
"Hydrochoerus hydrochaeris",-42.772868,-22.450022
"Hydrochoerus hydrochaeris",-48.220287,-18.971338
"Hydrochoerus hydrochaeris",-42.773059,-22.449238
"Hydrochoerus hydrochaeris",-46.639859,-23.458167
"Hydrochoerus hydrochaeris",-43.405803,-22.900912
"Hydrochoerus hydrochaeris",-46.63969,-23.458211
"Hydrochoerus hydrochaeris",-45.4725,-22.678056
"Hydrochoerus hydrochaeris",-52.511882,-32.541931
"Hydrochoerus hydrochaeris",-41.025191,-21.736358
"Hydrochoerus hydrochaeris",-40.783757,-20.902508
"Hydrochoerus hydrochaeris",-52.150914,-14.069286
"Hydrochoerus hydrochaeris",-38.491243,-3.799668
"Hydrochoerus hydrochaeris",-48.61537,-27.551791
"Hydrochoerus hydrochaeris",-38.49142,-3.800613
"Hydrochoerus hydrochaeris",-67.864903,-9.956557
"Hydrochoerus hydrochaeris",-45.729126,-1.287124
"Hydrochoerus hydrochaeris",-34.904515,-8.040588
"Hydrochoerus hydrochaeris",-43.215205,-22.979397
"Hydrochoerus hydrochaeris",-47.868929,-15.750664
"Hydrochoerus hydrochaeris",-47.868369,-15.751212
"Hydrochoerus hydrochaeris",-45.885948,-23.16842
"Hydrochoerus hydrochaeris",-47.869507,-15.749961
"Hydrochoerus hydrochaeris",-35.06514,-7.002826
"Hydrochoerus hydrochaeris",-43.40575,-22.902278
"Hydrochoerus hydrochaeris",-46.708186,-23.515335
"Hydrochoerus hydrochaeris",-49.307878,-25.428039
"Hydrochoerus hydrochaeris",-48.914,-28.787007
"Hydrochoerus hydrochaeris",-48.930618,-28.704293
"Hydrochoerus hydrochaeris",-38.010786,-12.573831
"Hydrochoerus hydrochaeris",-54.618304,-20.504361
"Hydrochoerus hydrochaeris",-46.629819,-23.456003
"Hydrochoerus hydrochaeris",-46.629819,-23.456003
"Hydrochoerus hydrochaeris",-67.867904,-9.957974
"Hydrochoerus hydrochaeris",-56.703845,-17.273019
"Hydrochoerus hydrochaeris",-48.841517,-26.300988
"Hydrochoerus hydrochaeris",-43.447975,-23.017778
"Hydrochoerus hydrochaeris",-48.506753,-27.588378
"Hydrochoerus hydrochaeris",-48.5122,-27.179224
"Hydrochoerus hydrochaeris",-56.620439,-18.987073
"Hydrochoerus hydrochaeris",-49.643772,-27.224064
"Hydrochoerus hydrochaeris",-34.873258,-7.108781
"Hydrochoerus hydrochaeris",-46.51971,-23.494938
"Hydrochoerus hydrochaeris",-47.831973,-15.78633
"Hydrochoerus hydrochaeris",-42.029567,-20.904938
"Hydrochoerus hydrochaeris",-46.347266,-23.48014
"Hydrochoerus hydrochaeris",-48.571804,-27.760654
"Hydrochoerus hydrochaeris",-42.8702,-20.765766
"Hydrochoerus hydrochaeris",-47.020282,-22.904123
"Hydrochoerus hydrochaeris",-46.347266,-23.48014
"Hydrochoerus hydrochaeris",-41.025191,-21.736358
"Hydrochoerus hydrochaeris",-56.071167,-15.611422
"Hydrochoerus hydrochaeris",-54.616625,-20.505225
"Hydrochoerus hydrochaeris",-47.869165,-15.750761
"Hydrochoerus hydrochaeris",-43.99809,-19.853761
"Hydrochoerus hydrochaeris",-49.323196,-25.472626
"Hydrochoerus hydrochaeris",-56.141736,-19.590476
"Hydrochoerus hydrochaeris",-47.869141,-15.750728
"Hydrochoerus hydrochaeris",-47.053647,-22.874593
"Hydrochoerus hydrochaeris",-49.115192,-26.925502
"Hydrochoerus hydrochaeris",-48.508195,-27.582012
"Hydrochoerus hydrochaeris",-34.945694,-8.010471
"Hydrochoerus hydrochaeris",-46.52447,-23.492596
"Hydrochoerus hydrochaeris",-54.617826,-20.504606
"Hydrochoerus hydrochaeris",-49.3127,-25.431931
"Hydrochoerus hydrochaeris",-51.450149,-22.114771
"Hydrochoerus hydrochaeris",-48.508576,-27.579103
"Hydrochoerus hydrochaeris",-49.260616,-28.718451
"Hydrochoerus hydrochaeris",-49.307245,-25.427555
"Hydrochoerus hydrochaeris",-54.072142,-29.353329
"Hydrochoerus hydrochaeris",-48.846374,-26.304376
"Hydrochoerus hydrochaeris",-47.886822,-15.733254
"Hydrochoerus hydrochaeris",-47.867211,-15.752604
"Hydrochoerus hydrochaeris",-52.364153,-24.048668
"Hydrochoerus hydrochaeris",-52.364206,-24.049667
"Hydrochoerus hydrochaeris",-44.158433,-22.546401
"Hydrochoerus hydrochaeris",-48.507864,-27.589001
"Hydrochoerus hydrochaeris",-46.171783,-23.51039
"Hydrochoerus hydrochaeris",-49.312164,-25.427703
"Hydrochoerus hydrochaeris",-49.30848,-25.42868
"Hydrochoerus hydrochaeris",-45.961713,-22.216725
"Hydrochoerus hydrochaeris",-47.26788,-22.851156
"Hydrochoerus hydrochaeris",-35.024668,-7.358046
"Hydrochoerus hydrochaeris",-45.961594,-22.216547
"Hydrochoerus hydrochaeris",-48.225266,-18.866785
"Hydrochoerus hydrochaeris",-47.038171,-22.779207
"Hydrochoerus hydrochaeris",-45.070617,-23.540083
"Hydrochoerus hydrochaeris",-49.285522,-25.377789
"Hydrochoerus hydrochaeris",-42.870338,-20.765805
"Hydrochoerus hydrochaeris",-42.655855,-20.840449
"Hydrochoerus hydrochaeris",-48.889896,-27.070845
"Hydrochoerus hydrochaeris",-46.712721,-23.628037
"Hydrochoerus hydrochaeris",-48.507372,-27.579635
"Hydrochoerus hydrochaeris",-43.391898,-19.472446
"Hydrochoerus hydrochaeris",-49.305336,-25.402419
"Hydrochoerus hydrochaeris",-46.476566,-23.570766
"Hydrochoerus hydrochaeris",-49.273192,-26.820181
"Hydrochoerus hydrochaeris",-46.713775,-23.559738
"Hydrochoerus hydrochaeris",-49.307315,-25.426759
"Hydrochoerus hydrochaeris",-46.472018,-23.577544
"Hydrochoerus hydrochaeris",-46.471017,-23.577569
"Hydrochoerus hydrochaeris",-47.84699,-15.753958
"Hydrochoerus hydrochaeris",-48.9217,-27.102273
"Hydrochoerus hydrochaeris",-49.304495,-25.396795
"Hydrochoerus hydrochaeris",-49.358295,-25.447362
"Hydrochoerus hydrochaeris",-49.313347,-25.431533
"Hydrochoerus hydrochaeris",-47.828431,-15.764725
"Hydrochoerus hydrochaeris",-46.640479,-23.458774
"Hydrochoerus hydrochaeris",-41.297563,-21.738323
"Hydrochoerus hydrochaeris",-44.799678,-22.543203
"Hydrochoerus hydrochaeris",-48.642596,-26.914895
"Hydrochoerus hydrochaeris",-49.312862,-25.429128
"Hydrochoerus hydrochaeris",-46.640465,-23.458747
"Hydrochoerus hydrochaeris",-49.283417,-25.378447
"Hydrochoerus hydrochaeris",-49.312942,-25.427758
"Hydrochoerus hydrochaeris",-49.305508,-25.434142
"Hydrochoerus hydrochaeris",-46.51543,-23.48376
"Hydrochoerus hydrochaeris",-46.638778,-23.456291
"Hydrochoerus hydrochaeris",-46.466493,-23.572797
"Hydrochoerus hydrochaeris",-48.891468,-27.07206
"Hydrochoerus hydrochaeris",-48.50685,-27.582929
"Hydrochoerus hydrochaeris",-48.426863,-27.410282
"Hydrochoerus hydrochaeris",-49.081844,-26.911563
"Hydrochoerus hydrochaeris",-49.312872,-25.429251
"Hydrochoerus hydrochaeris",-46.640525,-23.458638
"Hydrochoerus hydrochaeris",-49.32285,-25.472827
"Hydrochoerus hydrochaeris",-46.465633,-23.573311
"Hydrochoerus hydrochaeris",-49.307315,-25.426759
"Hydrochoerus hydrochaeris",-49.204984,-25.511789
"Hydrochoerus hydrochaeris",-46.51971,-23.494938
"Hydrochoerus hydrochaeris",-48.933872,-27.099721
"Hydrochoerus hydrochaeris",-49.309345,-25.428507
"Hydrochoerus hydrochaeris",-49.3096,-25.428754
"Hydrochoerus hydrochaeris",-47.887604,-15.725594
"Hydrochoerus hydrochaeris",-49.309352,-25.428893
"Hydrochoerus hydrochaeris",-49.308598,-25.428689
"Hydrochoerus hydrochaeris",-47.867381,-15.75243
"Hydrochoerus hydrochaeris",-47.859406,-15.819409
"Hydrochoerus hydrochaeris",-46.52793,-23.64628
"Hydrochoerus hydrochaeris",-47.822309,-15.858578
"Hydrochoerus hydrochaeris",-57.235703,-19.087617
"Hydrochoerus hydrochaeris",-46.657983,-23.58712
"Hydrochoerus hydrochaeris",-57.383413,-17.71664
"Hydrochoerus hydrochaeris",-40.421162,-20.605862
"Hydrochoerus hydrochaeris",-46.483388,-23.582041
"Hydrochoerus hydrochaeris",-43.520527,-23.046881
"Hydrochoerus hydrochaeris",-54.58048,-25.418846
"Hydrochoerus hydrochaeris",-43.699582,-22.747242
"Hydrochoerus hydrochaeris",-52.363442,-24.049005
"Hydrochoerus hydrochaeris",-52.364,-24.048701
"Hydrochoerus hydrochaeris",-47.832975,-15.819131
"Hydrochoerus hydrochaeris",-46.730841,-23.551286
"Hydrochoerus hydrochaeris",-54.798689,-22.252778
"Hydrochoerus hydrochaeris",-56.304661,-19.953108
"Hydrochoerus hydrochaeris",-47.833978,-15.77283
"Hydrochoerus hydrochaeris",-47.835222,-22.110389
"Hydrochoerus hydrochaeris",-34.963254,-8.064363
"Hydrochoerus hydrochaeris",-34.963124,-8.065592
"Hydrochoerus hydrochaeris",-34.965462,-8.058868
"Hydrochoerus hydrochaeris",-46.700826,-22.939597
"Hydrochoerus hydrochaeris",-54.585134,-25.446945
"Hydrochoerus hydrochaeris",-49.285451,-25.378172
"Hydrochoerus hydrochaeris",-46.700826,-22.939597
"Hydrochoerus hydrochaeris",-47.021372,-22.902976
"Hydrochoerus hydrochaeris",-43.497295,-23.020285
"Hydrochoerus hydrochaeris",-47.875234,-15.736597
"Hydrochoerus hydrochaeris",-52.327608,-31.841073
"Hydrochoerus hydrochaeris",-47.948912,-15.959101
"Hydrochoerus hydrochaeris",-46.72523,-23.554188
"Hydrochoerus hydrochaeris",-47.832496,-15.785921
"Hydrochoerus hydrochaeris",-46.731697,-23.55108
"Hydrochoerus hydrochaeris",-47.809701,-15.796052
"Hydrochoerus hydrochaeris",-56.061876,-15.629226
"Hydrochoerus hydrochaeris",-47.832395,-15.773522
"Hydrochoerus hydrochaeris",-34.963668,-8.064002
"Hydrochoerus hydrochaeris",-45.382972,-23.618287
"Hydrochoerus hydrochaeris",-54.570192,-20.453767
"Hydrochoerus hydrochaeris",-46.726917,-23.553372
"Hydrochoerus hydrochaeris",-47.809699,-15.796101
"Hydrochoerus hydrochaeris",-47.019241,-22.905401
"Hydrochoerus hydrochaeris",-46.72417,-23.554742
"Hydrochoerus hydrochaeris",-56.994388,-19.579547
"Hydrochoerus hydrochaeris",-42.903133,-20.28231
"Hydrochoerus hydrochaeris",-56.62143,-16.378801
"Hydrochoerus hydrochaeris",-57.449664,-18.10951
"Hydrochoerus hydrochaeris",-50.951725,-17.786105
"Hydrochoerus hydrochaeris",-46.671087,-23.514142
"Hydrochoerus hydrochaeris",-43.405138,-22.903062
"Hydrochoerus hydrochaeris",-47.83297,-15.771476
"Hydrochoerus hydrochaeris",-47.860231,-21.16559
"Hydrochoerus hydrochaeris",-57.031158,-19.576359
"Hydrochoerus hydrochaeris",-46.360146,-23.820959
"Hydrochoerus hydrochaeris",-48.414142,-1.43153
"Hydrochoerus hydrochaeris",-47.869043,-15.750588
"Hydrochoerus hydrochaeris",-48.508146,-27.582023
"Hydrochoerus hydrochaeris",-49.283561,-25.378155
"Hydrochoerus hydrochaeris",-46.680847,-23.512658
"Hydrochoerus hydrochaeris",-42.772883,-22.450004
"Hydrochoerus hydrochaeris",-42.870236,-20.761013
"Hydrochoerus hydrochaeris",-54.617613,-20.504773
"Hydrochoerus hydrochaeris",-40.4779,-20.27305
"Hydrochoerus hydrochaeris",-47.913336,-19.750075
"Hydrochoerus hydrochaeris",-47.847747,-15.754167
"Hydrochoerus hydrochaeris",-54.583217,-25.432738
"Hydrochoerus hydrochaeris",-48.289947,-21.241967
"Hydrochoerus hydrochaeris",-47.020797,-22.904168
"Hydrochoerus hydrochaeris",-47.01939,-22.904624
"Hydrochoerus hydrochaeris",-41.237278,-19.343205
"Hydrochoerus hydrochaeris",-50.938567,-20.29342
"Hydrochoerus hydrochaeris",-67.809819,-9.974025
"Hydrochoerus hydrochaeris",-56.466696,-20.917269
"Hydrochoerus hydrochaeris",-49.311581,-25.425268
"Hydrochoerus hydrochaeris",-52.565795,-32.589907
"Hydrochoerus hydrochaeris",-53.434077,-24.953553
"Hydrochoerus hydrochaeris",-56.674333,-16.505055
"Hydrochoerus hydrochaeris",-50.143062,-29.047598
"Hydrochoerus hydrochaeris",-56.620619,-16.379297
"Hydrochoerus hydrochaeris",-56.620666,-16.379393
"Hydrochoerus hydrochaeris",-41.292696,-21.816331
"Hydrochoerus hydrochaeris",-56.620473,-16.379327
"Hydrochoerus hydrochaeris",-41.292698,-21.816409
