"species","decimalLongitude","decimalLatitude"
"Hydrochoerus hydrochaeris",-53.2457,-21.7581
"Hydrochoerus hydrochaeris",-52.5038,-21.7747
"Hydrochoerus hydrochaeris",-55.7559,-20.503
"Hydrochoerus hydrochaeris",-57.3588,-19.5597
"Hydrochoerus hydrochaeris",-55.5868,-20.5281
"Hydrochoerus hydrochaeris",-55.6675,-20.5089
"Hydrochoerus hydrochaeris",-54.2503,-20.5029
"Hydrochoerus hydrochaeris",-54.3287,-20.4919
"Hydrochoerus hydrochaeris",-56.114,-20.3751
"Hydrochoerus hydrochaeris",-57.3071,-19.5647
"Hydrochoerus hydrochaeris",-55.743,-20.5038
"Hydrochoerus hydrochaeris",-54.61255,-20.471177
"Hydrochoerus hydrochaeris",-53.3489,-21.7083
"Hydrochoerus hydrochaeris",-54.557311,-20.450662
"Hydrochoerus hydrochaeris",-53.244,-21.7581
"Hydrochoerus hydrochaeris",-54.573249,-20.450772
"Hydrochoerus hydrochaeris",-48.954859,-28.462229
"Hydrochoerus hydrochaeris",-48.972071,-28.437226
"Hydrochoerus hydrochaeris",-48.024565,-15.833385
"Hydrochoerus hydrochaeris",-47.020568,-22.903777
"Hydrochoerus hydrochaeris",-47.01922,-22.904058
"Hydrochoerus hydrochaeris",-48.419114,-1.424132
"Hydrochoerus hydrochaeris",-56.066611,-15.609007
"Hydrochoerus hydrochaeris",-56.859062,-16.749027
"Hydrochoerus hydrochaeris",-56.865735,-16.744286
"Hydrochoerus hydrochaeris",-56.856773,-16.74824
"Hydrochoerus hydrochaeris",-56.856995,-16.746452
"Hydrochoerus hydrochaeris",-56.849649,-16.74
"Hydrochoerus hydrochaeris",-56.621502,-16.378722
"Hydrochoerus hydrochaeris",-42.773097,-22.451894
"Hydrochoerus hydrochaeris",-56.857703,-16.749061
"Hydrochoerus hydrochaeris",-42.772344,-22.449929
"Hydrochoerus hydrochaeris",-43.997964,-19.853225
"Hydrochoerus hydrochaeris",-42.770316,-22.453521
"Hydrochoerus hydrochaeris",-42.772181,-22.452444
"Hydrochoerus hydrochaeris",-42.7723,-22.4499
"Hydrochoerus hydrochaeris",-42.771584,-22.452653
"Hydrochoerus hydrochaeris",-42.770323,-22.453513
"Hydrochoerus hydrochaeris",-42.770323,-22.453513
"Hydrochoerus hydrochaeris",-57.501965,-18.03078
"Hydrochoerus hydrochaeris",-48.971116,-28.447442
"Hydrochoerus hydrochaeris",-34.946232,-8.012525
"Hydrochoerus hydrochaeris",-53.8889,-21.085
"Hydrochoerus hydrochaeris",-56.738,-20.0985
"Hydrochoerus hydrochaeris",-56.7346,-20.1017
"Hydrochoerus hydrochaeris",-52.4995,-21.7706
"Hydrochoerus hydrochaeris",-56.9996,-19.6967
"Hydrochoerus hydrochaeris",-55.7031,-20.5064
"Hydrochoerus hydrochaeris",-55.9136,-20.5003
"Hydrochoerus hydrochaeris",-55.7138,-20.5057
"Hydrochoerus hydrochaeris",-54.0622,-20.98
"Hydrochoerus hydrochaeris",-54.0493,-20.9879
"Hydrochoerus hydrochaeris",-55.3753,-20.5188
"Hydrochoerus hydrochaeris",-56.7456,-20.0912
"Hydrochoerus hydrochaeris",-55.0374,-20.4238
"Hydrochoerus hydrochaeris",-52.6268,-21.8308
"Hydrochoerus hydrochaeris",-56.3137,-20.2779
"Hydrochoerus hydrochaeris",-54.1178,-20.945
"Hydrochoerus hydrochaeris",-54.616499,-20.423311
"Hydrochoerus hydrochaeris",-54.0623,-20.98
"Hydrochoerus hydrochaeris",-56.3147,-20.2775
"Hydrochoerus hydrochaeris",-56.8777,-19.8748
"Hydrochoerus hydrochaeris",-52.6246,-21.8304
"Hydrochoerus hydrochaeris",-53.8893,-21.0845
"Hydrochoerus hydrochaeris",-55.7027,-20.5066
"Hydrochoerus hydrochaeris",-56.8504,-16.7357
"Hydrochoerus hydrochaeris",-46.44723,-20.238675
"Hydrochoerus hydrochaeris",-53.694611,-29.702789
"Hydrochoerus hydrochaeris",-46.898451,-22.742586
"Hydrochoerus hydrochaeris",-43.973931,-19.852165
"Hydrochoerus hydrochaeris",-46.980916,-22.956376
"Hydrochoerus hydrochaeris",-47.903566,-15.838746
"Hydrochoerus hydrochaeris",-47.056353,-22.875163
"Hydrochoerus hydrochaeris",-46.866503,-22.67594
"Hydrochoerus hydrochaeris",-47.019466,-22.904827
"Hydrochoerus hydrochaeris",-43.025326,-19.767726
"Hydrochoerus hydrochaeris",-45.481429,-22.689882
"Hydrochoerus hydrochaeris",-45.06886,-23.540162
"Hydrochoerus hydrochaeris",-47.054939,-22.87608
"Hydrochoerus hydrochaeris",-50.079196,-6.45886
"Hydrochoerus hydrochaeris",-55.977779,-20.12818
"Hydrochoerus hydrochaeris",-55.964114,-20.089367
"Hydrochoerus hydrochaeris",-57.0404,-19.6422
"Hydrochoerus hydrochaeris",-56.562,-20.1655
"Hydrochoerus hydrochaeris",-55.0373,-20.4239
"Hydrochoerus hydrochaeris",-54.564684,-20.448386
"Hydrochoerus hydrochaeris",-54.982,-20.4238
"Hydrochoerus hydrochaeris",-55.9208,-20.5
"Hydrochoerus hydrochaeris",-54.655655,-20.521035
"Hydrochoerus hydrochaeris",-54.5506,-20.572
"Hydrochoerus hydrochaeris",-54.4699,-20.6915
"Hydrochoerus hydrochaeris",-56.962,-19.7634
"Hydrochoerus hydrochaeris",-53.8693,-20.4103
"Hydrochoerus hydrochaeris",-56.0282,-20.4369
"Hydrochoerus hydrochaeris",-53.8705,-20.4096
"Hydrochoerus hydrochaeris",-54.609828,-20.530026
"Hydrochoerus hydrochaeris",-47.648031,-22.734442
"Hydrochoerus hydrochaeris",-51.404343,-26.991766
"Hydrochoerus hydrochaeris",-42.773022,-22.44923
"Hydrochoerus hydrochaeris",-43.183072,-22.505444
"Hydrochoerus hydrochaeris",-47.870827,-15.827195
"Hydrochoerus hydrochaeris",-47.933319,-15.850792
"Hydrochoerus hydrochaeris",-49.307315,-25.426759
"Hydrochoerus hydrochaeris",-56.608373,-20.084383
"Hydrochoerus hydrochaeris",-48.832588,-21.755684
"Hydrochoerus hydrochaeris",-49.307067,-25.424042
"Hydrochoerus hydrochaeris",-47.829003,-15.893037
"Hydrochoerus hydrochaeris",-46.515889,-23.484728
"Hydrochoerus hydrochaeris",-46.515889,-23.484728
"Hydrochoerus hydrochaeris",-46.628674,-22.469768
"Hydrochoerus hydrochaeris",-53.8699,-20.4099
"Hydrochoerus hydrochaeris",-56.0166,-20.4441
"Hydrochoerus hydrochaeris",-53.1211,-20.4216
"Hydrochoerus hydrochaeris",-53.0483,-20.4475
"Hydrochoerus hydrochaeris",-54.944,-20.4246
"Hydrochoerus hydrochaeris",-53.143,-21.1398
"Hydrochoerus hydrochaeris",-49.053808,-28.567858
"Hydrochoerus hydrochaeris",-53.888,-21.0852
"Hydrochoerus hydrochaeris",-54.4793,-20.4701
"Hydrochoerus hydrochaeris",-53.2061,-20.4092
"Hydrochoerus hydrochaeris",-54.2439,-20.5018
"Hydrochoerus hydrochaeris",-55.2935,-20.4923
"Hydrochoerus hydrochaeris",-54.1196,-20.9431
"Hydrochoerus hydrochaeris",-55.9554,-20.4817
"Hydrochoerus hydrochaeris",-52.708,-21.8472
"Hydrochoerus hydrochaeris",-52.7084,-21.8473
"Hydrochoerus hydrochaeris",-54.1815,-20.4891
"Hydrochoerus hydrochaeris",-55.555,-20.5421
"Hydrochoerus hydrochaeris",-55.609,-20.5174
"Hydrochoerus hydrochaeris",-54.5126,-20.8403
"Hydrochoerus hydrochaeris",-55.2188,-20.4697
"Hydrochoerus hydrochaeris",-55.593,-20.5252
"Hydrochoerus hydrochaeris",-49.242271,-28.72959
"Hydrochoerus hydrochaeris",-46.890513,-23.149222
"Hydrochoerus hydrochaeris",-42.7703,-22.4528
"Hydrochoerus hydrochaeris",-42.7703,-22.4528
"Hydrochoerus hydrochaeris",-39.977967,-19.064784
"Hydrochoerus hydrochaeris",-53.5045,-21.6403
"Hydrochoerus hydrochaeris",-54.49,-20.4696
"Hydrochoerus hydrochaeris",-55.033,-20.4229
"Hydrochoerus hydrochaeris",-55.5925,-20.5257
"Hydrochoerus hydrochaeris",-53.1426,-21.1398
"Hydrochoerus hydrochaeris",-57.2584,-19.5588
"Hydrochoerus hydrochaeris",-56.8625,-19.909
"Hydrochoerus hydrochaeris",-56.1147,-20.3745
"Hydrochoerus hydrochaeris",-55.5559,-20.5413
"Hydrochoerus hydrochaeris",-55.7135,-20.5057
"Hydrochoerus hydrochaeris",-55.7674,-20.5014
"Hydrochoerus hydrochaeris",-57.2064,-19.5572
"Hydrochoerus hydrochaeris",-54.7328,-20.4996
"Hydrochoerus hydrochaeris",-52.3208,-20.6416
"Hydrochoerus hydrochaeris",-54.658499,-20.459067
"Hydrochoerus hydrochaeris",-55.268,-20.4691
"Hydrochoerus hydrochaeris",-55.7649,-20.5018
"Hydrochoerus hydrochaeris",-42.912385,-22.237841
"Hydrochoerus hydrochaeris",-47.049141,-22.641
"Hydrochoerus hydrochaeris",-46.726101,-23.553693
"Hydrochoerus hydrochaeris",-41.040797,-21.832811
"Hydrochoerus hydrochaeris",-56.630272,-16.371815
"Hydrochoerus hydrochaeris",-45.062676,-23.537039
"Hydrochoerus hydrochaeris",-43.309545,-23.003122
"Hydrochoerus hydrochaeris",-53.2444,-21.7583
"Hydrochoerus hydrochaeris",-53.2446,-21.7582
"Hydrochoerus hydrochaeris",-57.0032,-19.6908
"Hydrochoerus hydrochaeris",-55.9462,-20.4874
"Hydrochoerus hydrochaeris",-56.8979,-19.8284
"Hydrochoerus hydrochaeris",-56.7896,-20.0414
"Hydrochoerus hydrochaeris",-54.6996,-20.537
"Hydrochoerus hydrochaeris",-55.5116,-20.5556
"Hydrochoerus hydrochaeris",-57.146,-19.5884
"Hydrochoerus hydrochaeris",-55.9548,-20.4821
"Hydrochoerus hydrochaeris",-57.2587,-19.559
"Hydrochoerus hydrochaeris",-56.8626,-19.9089
"Hydrochoerus hydrochaeris",-52.7055,-21.8467
"Hydrochoerus hydrochaeris",-57.162,-19.58
"Hydrochoerus hydrochaeris",-55.961,-20.4783
"Hydrochoerus hydrochaeris",-52.9675,-21.8613
"Hydrochoerus hydrochaeris",-56.0173,-20.4437
"Hydrochoerus hydrochaeris",-45.24676,-21.698809
"Hydrochoerus hydrochaeris",-47.051153,-22.874389
"Hydrochoerus hydrochaeris",-45.229745,-22.781089
"Hydrochoerus hydrochaeris",-56.8982,-19.8279
"Hydrochoerus hydrochaeris",-57.3219,-19.5625
"Hydrochoerus hydrochaeris",-53.7438,-21.1082
"Hydrochoerus hydrochaeris",-54.9839,-20.4235
"Hydrochoerus hydrochaeris",-55.0838,-20.4337
"Hydrochoerus hydrochaeris",-57.2688,-19.5642
"Hydrochoerus hydrochaeris",-56.5504,-20.17
"Hydrochoerus hydrochaeris",-54.566295,-20.438322
"Hydrochoerus hydrochaeris",-55.5151,-20.5545
"Hydrochoerus hydrochaeris",-52.7347,-20.4949
"Hydrochoerus hydrochaeris",-52.7062,-21.8468
"Hydrochoerus hydrochaeris",-54.581318,-20.453255
"Hydrochoerus hydrochaeris",-53.5066,-21.64
"Hydrochoerus hydrochaeris",-52.7069,-21.847
"Hydrochoerus hydrochaeris",-56.7891,-20.0419
"Hydrochoerus hydrochaeris",-52.6265,-21.8308
"Hydrochoerus hydrochaeris",-56.9657,-19.7568
"Hydrochoerus hydrochaeris",-54.6995,-20.5371
"Hydrochoerus hydrochaeris",-52.5009,-20.5644
"Hydrochoerus hydrochaeris",-57.239,-19.5488
"Hydrochoerus hydrochaeris",-53.3488,-21.7084
"Hydrochoerus hydrochaeris",-52.6239,-21.8302
"Hydrochoerus hydrochaeris",-54.4374,-20.6863
"Hydrochoerus hydrochaeris",-56.9371,-19.8054
"Hydrochoerus hydrochaeris",-46.724816,-23.554201
"Hydrochoerus hydrochaeris",-55.932634,-9.597566
"Hydrochoerus hydrochaeris",-50.907494,-31.110562
"Hydrochoerus hydrochaeris",-56.876564,-16.756879
"Hydrochoerus hydrochaeris",-40.99906,-20.98299
"Hydrochoerus hydrochaeris",-46.72193,-23.555613
"Hydrochoerus hydrochaeris",-46.722337,-23.555524
"Hydrochoerus hydrochaeris",-56.872021,-16.756259
"Hydrochoerus hydrochaeris",-55.9311,-20.4967
"Hydrochoerus hydrochaeris",-53.9312,-20.4073
"Hydrochoerus hydrochaeris",-53.5064,-21.64
"Hydrochoerus hydrochaeris",-54.6616,-20.5596
"Hydrochoerus hydrochaeris",-55.638,-20.5107
"Hydrochoerus hydrochaeris",-52.1336,-20.7227
"Hydrochoerus hydrochaeris",-54.6622,-20.5589
"Hydrochoerus hydrochaeris",-55.041,-20.4247
"Hydrochoerus hydrochaeris",-55.6493,-20.5101
"Hydrochoerus hydrochaeris",-56.9858,-19.7212
"Hydrochoerus hydrochaeris",-56.8625,-19.909
"Hydrochoerus hydrochaeris",-53.7439,-21.1082
"Hydrochoerus hydrochaeris",-57.2713,-19.5656
"Hydrochoerus hydrochaeris",-56.712028,-17.283445
"Hydrochoerus hydrochaeris",-56.876265,-16.757539
"Hydrochoerus hydrochaeris",-57.846928,-16.68515
"Hydrochoerus hydrochaeris",-57.848003,-16.683697
"Hydrochoerus hydrochaeris",-57.852497,-16.641072
"Hydrochoerus hydrochaeris",-56.774853,-17.36461
"Hydrochoerus hydrochaeris",-57.019189,-19.576808
"Hydrochoerus hydrochaeris",-55.9312,-9.5972
"Hydrochoerus hydrochaeris",-56.024415,-9.744107
"Hydrochoerus hydrochaeris",-56.698979,-17.285951
"Hydrochoerus hydrochaeris",-46.96127,-23.189253
"Hydrochoerus hydrochaeris",-42.594705,-19.779848
"Hydrochoerus hydrochaeris",-56.899096,-16.954481
"Hydrochoerus hydrochaeris",-47.101258,-15.343387
"Hydrochoerus hydrochaeris",-57.032336,-19.53897
"Hydrochoerus hydrochaeris",-57.032336,-19.53897
"Hydrochoerus hydrochaeris",-49.932304,-10.898258
"Hydrochoerus hydrochaeris",-57.019052,-19.57708
"Hydrochoerus hydrochaeris",-57.383413,-17.71664
"Hydrochoerus hydrochaeris",-55.7741,-20.5006
"Hydrochoerus hydrochaeris",-52.9409,-20.4673
"Hydrochoerus hydrochaeris",-54.3293,-20.4912
"Hydrochoerus hydrochaeris",-57.3593,-19.5596
"Hydrochoerus hydrochaeris",-54.1828,-20.4893
"Hydrochoerus hydrochaeris",-54.613471,-20.508295
"Hydrochoerus hydrochaeris",-54.6603,-20.5606
"Hydrochoerus hydrochaeris",-53.655,-21.1101
"Hydrochoerus hydrochaeris",-52.0759,-20.7476
"Hydrochoerus hydrochaeris",-54.657,-20.5629
"Hydrochoerus hydrochaeris",-54.6596,-20.5612
"Hydrochoerus hydrochaeris",-54.672868,-20.556284
"Hydrochoerus hydrochaeris",-53.9851,-20.4331
"Hydrochoerus hydrochaeris",-52.6264,-21.8308
"Hydrochoerus hydrochaeris",-54.597375,-20.49676
"Hydrochoerus hydrochaeris",-56.3185,-20.2757
"Hydrochoerus hydrochaeris",-54.567342,-20.447267
"Hydrochoerus hydrochaeris",-56.876373,-16.757726
"Hydrochoerus hydrochaeris",-56.852743,-16.741448
"Hydrochoerus hydrochaeris",-56.8565,-16.748402
"Hydrochoerus hydrochaeris",-56.66348,-17.252638
"Hydrochoerus hydrochaeris",-56.797033,-17.428918
"Hydrochoerus hydrochaeris",-56.67015,-16.422225
"Hydrochoerus hydrochaeris",-56.857218,-16.746673
"Hydrochoerus hydrochaeris",-56.711507,-17.282517
"Hydrochoerus hydrochaeris",-56.776252,-17.364417
"Hydrochoerus hydrochaeris",-56.735928,-17.322197
"Hydrochoerus hydrochaeris",-56.696565,-17.285298
"Hydrochoerus hydrochaeris",-56.776082,-17.364055
"Hydrochoerus hydrochaeris",-56.697635,-17.287578
"Hydrochoerus hydrochaeris",-46.491215,-23.448255
"Hydrochoerus hydrochaeris",-45.883992,-23.522997
"Hydrochoerus hydrochaeris",-46.720899,-23.65576
"Hydrochoerus hydrochaeris",-55.884465,-9.955574
"Hydrochoerus hydrochaeris",-56.657181,-17.273285
"Hydrochoerus hydrochaeris",-54.61185,-20.504544
"Hydrochoerus hydrochaeris",-56.5752,-20.2241
"Hydrochoerus hydrochaeris",-56.3424,-20.4092
"Hydrochoerus hydrochaeris",-56.3425,-20.4091
"Hydrochoerus hydrochaeris",-42.770316,-22.453521
"Hydrochoerus hydrochaeris",-54.572407,-20.45425
"Hydrochoerus hydrochaeris",-54.572407,-20.45425
"Hydrochoerus hydrochaeris",-54.572407,-20.45425
"Hydrochoerus hydrochaeris",-54.572407,-20.45425
"Hydrochoerus hydrochaeris",-54.572407,-20.45425
"Hydrochoerus hydrochaeris",-54.616696,-20.50501
"Hydrochoerus hydrochaeris",-52.6853,-21.4342
"Hydrochoerus hydrochaeris",-53.9327,-20.4078
"Hydrochoerus hydrochaeris",-53.7642,-21.6091
"Hydrochoerus hydrochaeris",-54.5593,-20.4756
"Hydrochoerus hydrochaeris",-53.65,-21.1112
"Hydrochoerus hydrochaeris",-55.7729,-20.5007
"Hydrochoerus hydrochaeris",-53.5075,-21.64
"Hydrochoerus hydrochaeris",-54.579792,-20.451089
"Hydrochoerus hydrochaeris",-54.568447,-20.457302
"Hydrochoerus hydrochaeris",-54.579727,-20.451081
"Hydrochoerus hydrochaeris",-53.9317,-20.4075
"Hydrochoerus hydrochaeris",-54.567457,-20.45701
"Hydrochoerus hydrochaeris",-56.7424,-20.0941
"Hydrochoerus hydrochaeris",-54.565761,-20.441798
"Hydrochoerus hydrochaeris",-54.564427,-20.447263
"Hydrochoerus hydrochaeris",-54.6597,-20.5612
"Hydrochoerus hydrochaeris",-54.621848,-20.464852
"Hydrochoerus hydrochaeris",-56.689465,-17.237128
"Hydrochoerus hydrochaeris",-56.696668,-17.283562
"Hydrochoerus hydrochaeris",-56.776093,-17.363925
"Hydrochoerus hydrochaeris",-56.711987,-16.512392
"Hydrochoerus hydrochaeris",-56.694007,-16.524848
"Hydrochoerus hydrochaeris",-56.686703,-16.531095
"Hydrochoerus hydrochaeris",-56.638163,-20.110047
"Hydrochoerus hydrochaeris",-56.671783,-20.056615
"Hydrochoerus hydrochaeris",-56.638783,-20.065478
"Hydrochoerus hydrochaeris",-56.303557,-19.954072
"Hydrochoerus hydrochaeris",-56.236137,-19.956817
"Hydrochoerus hydrochaeris",-56.23476,-19.956794
"Hydrochoerus hydrochaeris",-56.236187,-19.956307
"Hydrochoerus hydrochaeris",-56.234293,-19.95674
"Hydrochoerus hydrochaeris",-43.704005,-20.003565
"Hydrochoerus hydrochaeris",-67.87245,-9.956093
"Hydrochoerus hydrochaeris",-45.063014,-23.538339
"Hydrochoerus hydrochaeris",-43.393775,-23.012828
"Hydrochoerus hydrochaeris",-56.69126,-17.284221
"Hydrochoerus hydrochaeris",-57.078463,-18.731251
"Hydrochoerus hydrochaeris",-54.58223,-20.441268
"Hydrochoerus hydrochaeris",-53.5066,-21.6401
"Hydrochoerus hydrochaeris",-54.658364,-20.446622
"Hydrochoerus hydrochaeris",-54.581794,-20.439488
"Hydrochoerus hydrochaeris",-55.0744,-20.4316
"Hydrochoerus hydrochaeris",-55.9617,-20.478
"Hydrochoerus hydrochaeris",-55.0734,-20.4315
"Hydrochoerus hydrochaeris",-54.4383,-20.4717
"Hydrochoerus hydrochaeris",-54.566086,-20.441948
"Hydrochoerus hydrochaeris",-53.9334,-20.4081
"Hydrochoerus hydrochaeris",-54.657632,-20.448089
"Hydrochoerus hydrochaeris",-57.2698,-19.5648
"Hydrochoerus hydrochaeris",-55.9611,-20.4782
"Hydrochoerus hydrochaeris",-53.8719,-20.4087
"Hydrochoerus hydrochaeris",-54.1245,-20.4781
"Hydrochoerus hydrochaeris",-54.3496,-21.4803
"Hydrochoerus hydrochaeris",-46.729538,-23.551977
"Hydrochoerus hydrochaeris",-43.981965,-19.851485
"Hydrochoerus hydrochaeris",-56.672882,-17.297753
"Hydrochoerus hydrochaeris",-46.713991,-23.722309
"Hydrochoerus hydrochaeris",-54.1244,-20.4782
"Hydrochoerus hydrochaeris",-55.9545,-20.4823
"Hydrochoerus hydrochaeris",-53.5039,-21.6404
"Hydrochoerus hydrochaeris",-53.4481,-21.1299
"Hydrochoerus hydrochaeris",-54.603452,-20.478282
"Hydrochoerus hydrochaeris",-55.7144,-20.5056
"Hydrochoerus hydrochaeris",-53.119,-20.4222
"Hydrochoerus hydrochaeris",-53.1428,-21.1399
"Hydrochoerus hydrochaeris",-53.1428,-21.1399
"Hydrochoerus hydrochaeris",-53.9334,-20.4081
"Hydrochoerus hydrochaeris",-53.35,-21.7077
"Hydrochoerus hydrochaeris",-54.0637,-20.4665
"Hydrochoerus hydrochaeris",-54.603773,-20.476956
"Hydrochoerus hydrochaeris",-54.594011,-20.463467
"Hydrochoerus hydrochaeris",-49.956911,-9.273324
"Hydrochoerus hydrochaeris",-49.221552,-25.52301
"Hydrochoerus hydrochaeris",-49.31002,-25.42748
"Hydrochoerus hydrochaeris",-49.221987,-25.523707
"Hydrochoerus hydrochaeris",-43.715015,-22.728775
"Hydrochoerus hydrochaeris",-45.350437,-18.610761
"Hydrochoerus hydrochaeris",-53.4041,-20.466
"Hydrochoerus hydrochaeris",-52.7691,-21.8595
"Hydrochoerus hydrochaeris",-53.8701,-20.4098
"Hydrochoerus hydrochaeris",-55.9731,-20.4709
"Hydrochoerus hydrochaeris",-55.9594,-20.4793
"Hydrochoerus hydrochaeris",-55.8488,-20.505
"Hydrochoerus hydrochaeris",-57.3724,-19.5582
"Hydrochoerus hydrochaeris",-54.1819,-20.4891
"Hydrochoerus hydrochaeris",-53.808,-20.453
"Hydrochoerus hydrochaeris",-53.7642,-21.6091
"Hydrochoerus hydrochaeris",-50.098611,-27.967222
"Hydrochoerus hydrochaeris",-54.561232,-20.444829
"Hydrochoerus hydrochaeris",-55.9729,-20.4711
"Hydrochoerus hydrochaeris",-54.612486,-20.506069
"Hydrochoerus hydrochaeris",-53.714755,-29.720888
"Hydrochoerus hydrochaeris",-42.869366,-20.765247
"Hydrochoerus hydrochaeris",-47.32952,-16.190784
"Hydrochoerus hydrochaeris",-56.616813,-20.0906
"Hydrochoerus hydrochaeris",-47.829172,-15.787188
"Hydrochoerus hydrochaeris",-43.81131,-22.846273
"Hydrochoerus hydrochaeris",-47.056703,-22.631144
"Hydrochoerus hydrochaeris",-70.294361,-4.289195
"Hydrochoerus hydrochaeris",-56.556,-20.1679
"Hydrochoerus hydrochaeris",-56.765,-20.0714
"Hydrochoerus hydrochaeris",-53.9145,-21.5853
"Hydrochoerus hydrochaeris",-54.3741,-20.6917
"Hydrochoerus hydrochaeris",-53.1429,-21.1398
"Hydrochoerus hydrochaeris",-54.8173,-20.4864
"Hydrochoerus hydrochaeris",-54.4586,-20.4709
"Hydrochoerus hydrochaeris",-55.7499,-20.5033
"Hydrochoerus hydrochaeris",-56.3887,-20.2312
"Hydrochoerus hydrochaeris",-55.7049,-20.5063
"Hydrochoerus hydrochaeris",-54.1228,-21.5682
"Hydrochoerus hydrochaeris",-54.612067,-20.522775
"Hydrochoerus hydrochaeris",-53.9677,-20.4783
"Hydrochoerus hydrochaeris",-56.422,-20.2101
"Hydrochoerus hydrochaeris",-54.651464,-20.461022
"Hydrochoerus hydrochaeris",-53.0409,-21.168
"Hydrochoerus hydrochaeris",-55.7687,-20.5013
"Hydrochoerus hydrochaeris",-56.3142,-20.3208
"Hydrochoerus hydrochaeris",-56.7649,-20.0717
"Hydrochoerus hydrochaeris",-56.0412,-20.429
"Hydrochoerus hydrochaeris",-54.657828,-20.460617
"Hydrochoerus hydrochaeris",-54.644107,-20.506067
"Hydrochoerus hydrochaeris",-56.0818,-20.3995
"Hydrochoerus hydrochaeris",-53.041,-21.168
"Hydrochoerus hydrochaeris",-45.568135,-23.2745108
"Hydrochoerus hydrochaeris",-45.7333487,-23.476786
"Hydrochoerus hydrochaeris",-45.4520993,-23.3160422
"Hydrochoerus hydrochaeris",-45.1321978,-23.2210557
"Hydrochoerus hydrochaeris",-45.5801346,-23.1165803
"Hydrochoerus hydrochaeris",-46.0050893,-23.3911201
"Hydrochoerus hydrochaeris",-45.1763284,-23.3269559
"Hydrochoerus hydrochaeris",-45.3667804,-23.2007051
"Hydrochoerus hydrochaeris",-45.3785723,-23.1474269
"Hydrochoerus hydrochaeris",-45.6234002,-23.5635965
"Hydrochoerus hydrochaeris",-45.2414177,-23.2747666
"Hydrochoerus hydrochaeris",-45.42831,-23.2815212
"Hydrochoerus hydrochaeris",-45.5455593,-23.1060183
"Hydrochoerus hydrochaeris",-45.4300527,-23.1817199
"Hydrochoerus hydrochaeris",-45.3333695,-23.3366356
"Hydrochoerus hydrochaeris",-45.6478126,-23.3114347
"Hydrochoerus hydrochaeris",-45.1946022,-23.2069475
"Hydrochoerus hydrochaeris",-45.6933165,-23.4951062
"Hydrochoerus hydrochaeris",-45.1824398,-23.1028082
"Hydrochoerus hydrochaeris",-45.5109798,-23.3573212
"Hydrochoerus hydrochaeris",-45.1681791,-23.2336567
"Hydrochoerus hydrochaeris",-45.4961474,-23.2624879
"Hydrochoerus hydrochaeris",-45.5474807,-23.2232317
"Hydrochoerus hydrochaeris",-45.1788713,-23.2829978
"Hydrochoerus hydrochaeris",-45.2723488,-23.2237054
"Hydrochoerus hydrochaeris",-45.4659259,-23.1404366
"Hydrochoerus hydrochaeris",-45.5650807,-23.5318356
"Hydrochoerus hydrochaeris",-46.51866,-23.48652
"Hydrochoerus hydrochaeris",-43.993838,-19.85297
"Hydrochoerus hydrochaeris",-49.223042,-25.525635
"Hydrochoerus hydrochaeris",-67.865113,-9.95494
"Hydrochoerus hydrochaeris",-67.865113,-9.95494
"Hydrochoerus hydrochaeris",-49.267137,-25.428954
"Hydrochoerus hydrochaeris",-45.600971,-22.770254
"Hydrochoerus hydrochaeris",-46.887347,-23.154849
"Hydrochoerus hydrochaeris",-50.493398,-19.026378
"Hydrochoerus hydrochaeris",-47.811085,-21.169402
"Hydrochoerus hydrochaeris",-46.728867,-23.551675
"Hydrochoerus hydrochaeris",-43.472342,-23.023283
"Hydrochoerus hydrochaeris",-54.5232,-25.554924
"Hydrochoerus hydrochaeris",-47.940484,-15.848052
"Hydrochoerus hydrochaeris",-47.940484,-15.848052
"Hydrochoerus hydrochaeris",-47.940484,-15.848052
"Hydrochoerus hydrochaeris",-47.940484,-15.848052
"Hydrochoerus hydrochaeris",-50.434768,-29.069884
"Hydrochoerus hydrochaeris",-54.550571,-20.454052
"Hydrochoerus hydrochaeris",-56.159612,-19.566301
"Hydrochoerus hydrochaeris",-56.735308,-16.62091
"Hydrochoerus hydrochaeris",-46.774845,-22.709741
"Hydrochoerus hydrochaeris",-46.774845,-22.709741
"Hydrochoerus hydrochaeris",-43.637749,-19.346394
"Hydrochoerus hydrochaeris",-43.639732,-19.347744
"Hydrochoerus hydrochaeris",-52.425449,-27.936779
"Hydrochoerus hydrochaeris",-52.425449,-27.936779
"Hydrochoerus hydrochaeris",-54.571968,-20.456211
"Hydrochoerus hydrochaeris",-54.575635,-20.457171
"Hydrochoerus hydrochaeris",-56.615068,-20.085995
"Hydrochoerus hydrochaeris",-50.93876,-22.994969
"Hydrochoerus hydrochaeris",-48.067749,-21.360128
"Hydrochoerus hydrochaeris",-47.049385,-22.627379
"Hydrochoerus hydrochaeris",-47.600972,-23.447635
"Hydrochoerus hydrochaeris",-54.620121,-20.46971
"Hydrochoerus hydrochaeris",-57.432597,-17.655786
"Hydrochoerus hydrochaeris",-40.538214,-19.01668
"Hydrochoerus hydrochaeris",-50.492929,-19.027425
"Hydrochoerus hydrochaeris",-50.493178,-19.026586
"Hydrochoerus hydrochaeris",-47.023003,-22.906112
"Hydrochoerus hydrochaeris",-57.414569,-17.712797
